index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,cast,director
4495,609000,Comedy Music Romance,,3080,venice dance musical tap dancing stage show,en,Top Hat,3.898498,06-09-1935,3202000,101,Released,Top Hat,7.4,59,Fred Astaire Ginger Rogers Edward Everett Horton Helen Broderick Erik Rhodes,Mark Sandrich
4496,60000,Horror Mystery,http://www.blairwitch.com/,2667,witch voodoo legend sorcery maryland,en,The Blair Witch Project,41.690578,14-07-1999,248000000,81,Released,The Blair Witch Project,6.3,1055,Michael C. Williams Heather Donahue Joshua Leonard Bob Griffith Jim King,Daniel Myrick
4497,600000,History Documentary Music,,9459,hippie free love musical music woodstock,en,Woodstock,3.409764,26-03-1970,34505110,225,Released,Woodstock,7.1,66,Joe Cocker Richie Havens Joan Baez Arlo Guthrie Ten Years After,Michael Wadleigh
4498,600000,Comedy,,11598,journalism commercial television tv show manipulation of the media,en,The Kentucky Fried Movie,10.861167,10-08-1977,0,83,Released,The Kentucky Fried Movie,6.4,66,Evan C. Kim Bong Soo Han Marilyn Joi Saul Kahan Marcy Goldman,John Landis
4499,0,Action Adventure Drama,,26916,suspense,en,Mercy Streets,0.099902,31-10-2000,0,106,Released,Mercy Streets,5.5,2,Eric Roberts David A.R. White Cynthia Watros Lawrence Taylor Stacy Keach,Jon Gunn
4500,0,Thriller Mystery,,181940,,en,Arnolds Park,0.006069,20-07-2007,0,103,Released,Carousel of Revenge,0,0,Erik Allen Randy Baranczyk Chris Carlson Ben Coler Nancy Crocker,Gene Teigland
4501,0,Drama,,125263,,en,Broken Vessels,0.069277,18-04-1998,0,90,Released,Broken Vessels,6,2,Todd Field Jason London Roxana Zal Susan Traylor James Hong,Scott Ziehl
4502,0,Crime Drama,,263503,,en,Water & Power,0.350557,02-05-2014,0,0,Released,Water & Power,3,1,Enrique Murciano Nicholas Gonzalez Clancy Brown Yvette Yates Rafael Agustin,Richard Montoya
4503,522360,Music Documentary,https://www.facebook.com/music4mali,324322,woman director,fr,They Will Have to Kill Us First,0.071349,13-10-2015,0,105,Released,They Will Have to Kill Us First,5,1,Aliou Tour\u00e9 Oumar Tour\u00e9 Garba Tour\u00e9 Nathanael Demb\u00e9l\u00e9 Khaira Arby,Johanna Schwartz
4504,0,,,331493,,en,Light from the Darkroom,0.012942,01-01-2014,0,0,Released,Light from the Darkroom,0,0,,
4505,0,Drama Comedy,,375950,hospital doctor,fr,Médecin de campagne,2.651304,23-03-2016,0,102,Released,The Country Doctor,6,63,Fran\u00e7ois Cluzet Marianne Denicourt Isabelle Sadoyan F\u00e9lix Moati Christophe Odent,Thomas Lilti
4506,0,Thriller,,278348,,en,The Maid's Room,1.501688,08-08-2014,0,98,Released,The Maid's Room,4.8,4,Paula Garc\u00e9s Annabella Sciorra Bill Camp Philip Ettinger Julio C. Pe\u00f1a,Michael Walker
4507,560000,Comedy Music,http://www.thebeatles.com/film/hard-days-night,704,adolescence culture clash press conference behind the scenes police chase,en,A Hard Day's Night,10.730056,06-07-1964,12299668,88,Released,A Hard Day's Night,7.3,168,John Lennon Paul McCartney George Harrison Ringo Starr Wilfrid Brambell,Richard Lester
4508,56000,Documentary,http://www.facebook.com/theharvestfilm,70875,migration immigration agriculture food human rights,en,The Harvest (La Cosecha),0.010909,29-07-2011,0,80,Rumored,The Harvest (La Cosecha),0,0,,U. Roberto Romano
4509,550000,Drama Thriller,,75986,obsession radio nudity letter love,en,Love Letters,0.001586,01-04-1983,0,98,Released,Love Letters,4.6,4,Jamie Lee Curtis Bonnie Bartlett Matt Clark James Keach Amy Madigan,Amy Holden Jones
4510,0,Comedy Drama,,385636,pornography sex love teenager death,sl,Julija in Alfa Romeo,0.061248,17-09-2015,0,83,Released,Juliet and Alfa Romeo,6,1,Dario No\u017ei\u0107 Serini Jan Gerl Korenc \u0160pela Colja Katja \u0160kofi\u0107 Ana Dolinar,Bla\u017e Zavr\u0161nik
4511,500000,Drama,http://www.fireproofthemovie.com/,14438,father son relationship fire firemen christian advice,en,Fireproof,6.093989,26-09-2008,33456317,122,Released,Fireproof,7,100,Kirk Cameron Erin Bethea Ken Bevel Stephen Dervan Eric Young,Alex Kendrick
4512,550000,Documentary Drama,,211086,himalaya hindu pilgrimage faith hinduism,hi,Faith Connections,0.48088,21-11-2013,0,115,Released,Faith Connections,4.2,3,Bhole Baba Hatha Yogi Baba Pant Shirt Baba Baby Bajrangi Shriman Umeshanad Brahmachari,Pan Nalin
4513,0,Adventure Family Romance,http://www.benji.com/MeetBenji.htm,23069,hostage affection rescue dog animal actor,en,Benji,2.651418,17-10-1974,0,86,Released,Benji,6.1,35,Patsy Garrett Allen Fiuzat Cynthia Smith Peter Breck Frances Bavier,Joe Camp
4514,130000,Drama Thriller,,83,diving cataclysm nightmare panic red sea,en,Open Water,15.611857,06-08-2004,54667954,79,Released,Open Water,5.4,315,Blanchard Ryan Daniel Travis Saul Stein Michael E. Williamson Christina Zenato,Chris Kentis
4515,0,Comedy,http://highroadmovie.com/,89857,,en,High Road,1.292948,06-03-2012,0,87,Released,High Road,5.8,22,Kathryn Burns Lizzy Caplan Michael Coleman Andrew Daly Rich Fulcher,Matt Walsh
4516,500000,Horror Science Fiction,,30315,hotel small town siege independent film corpse,en,Kingdom of the Spiders,2.537032,24-08-1977,17000000,97,Released,Kingdom of the Spiders,5.7,30,William Shatner Tiffany Bolling Woody Strode Lieux Dressler David McLean,John 'Bud' Cardos
4517,0,Documentary Family,,14358,competition documentary dance contest ballroom dancing kids,en,Mad Hot Ballroom,0.772668,13-05-2005,0,105,Released,Mad Hot Ballroom,7.2,8,,Marilyn Agrelo
4518,500000,Drama Comedy,,2056,train station new jersey small person friendship newfoundland,en,The Station Agent,11.578545,26-01-2003,8679814,88,Released,The Station Agent,7.4,210,Peter Dinklage Patricia Clarkson Bobby Cannavale Michelle Williams Raven Goodwin,Tom McCarthy
4519,0,Drama,http://tosavealifemovie.com/,41144,christian independent film,en,To Save A Life,0.05021,05-11-2009,0,120,Released,To Save A Life,6.2,21,Randy Wayne Deja Kreutzberg Joshua Weigel Steven Crowder Kim Hidalgo,Brian Baugh
4520,0,Documentary,,35199,competition documentary contest crossword puzzle,en,Wordplay,0.906096,26-06-2006,0,94,Released,Wordplay,7.3,10,Will Shortz Merl Reagle Tyler Hinman Trip Payne Al Sanders,Patrick Creadon
4521,2053648,Documentary,,14271,wrestling sport controversial ecw wwe,en,Beyond the Mat,2.778633,22-10-1999,500000,102,Released,Beyond the Mat,7.8,17,Mick Foley Terry Funk Vince McMahon Dwayne Johnson Jake Roberts,Barry W. Blaustein
4522,0,Comedy Drama Family Romance,,16653,,en,The Singles Ward,0.920591,30-01-2002,0,102,Released,The Singles Ward,7.5,4,Will Swenson Connie Young Daryn Tufts Michael Birkeland Lincoln Hoppe,Kurt Hale
4523,46000,Drama,,14757,independent film,ps,Osama,1.447734,20-05-2003,0,83,Released,Osama,6.3,32,Marina Golbahari Arif Herati Zubaida Sahar Mohammad Nadir Khwaja,Siddiq Barmak
4524,500000,Documentary,http://sholemaleichemthemovie.com/,84401,,en,Sholem Aleichem: Laughing In The Darkness,0.109579,24-02-2012,845188,93,Released,Sholem Aleichem: Laughing In The Darkness,7,2,Rachel Dratch Hillel Halkin Jason Kravitz Dan Miron Peter Riegert,Joseph Dorman
4525,0,Drama Music Romance,,23655,independent film,en,Groove,1.09454,08-06-2000,0,86,Released,Groove,5.6,6,Hamish Linklater Denny Kirkwood Mackenzie Firgens Lola Glaudini Steve Van Wormer,Greg Harrison
4526,0,Comedy Crime Family,http://www.halestormentertainment.com/p_movies_details.asp?mID=jnlppmp8,36825,,en,The R.M.,0.082978,31-01-2003,0,101,Released,The R.M.,4.8,4,Kirby Heyborne,Kurt Hale
4527,0,Drama Romance,,33430,independent film,en,Twin Falls Idaho,0.619136,30-07-1999,0,111,Released,Twin Falls Idaho,7,11,Mark Polish Michael Polish Michele Hicks Jon Gries Patrick Bauchau,Michael Polish
4528,500000,Crime Drama,http://www.meancreekmovie.com/,12281,suicide alcohol secret birthday lake,en,Mean Creek,8.519202,15-01-2004,603943,90,Released,Mean Creek,6.9,106,Rory Culkin Scott Mechlowicz Trevor Morgan Josh Peck Ryan Kelley,Jacob Aaron Estes
4529,0,Romance Crime Drama,,125052,prison new mexico smuggling gang theft,en,Hurricane Streets,0.36447,21-01-1997,0,86,Released,Hurricane Streets,4.8,4,Brendan Sexton III Antoine McLean Mtume Gant Carlo Alban David Roland Frank,Morgan J. Freeman
4530,0,Comedy Romance,,96238,romantic comedy,en,Never Again,0.039077,12-07-2002,0,98,Released,Never Again,4,3,Jeffrey Tambor Jill Clayburgh Caroline Aaron Bill Duke Sandy Duncan,Eric Schaeffer
4531,0,Crime Drama Thriller,,30246,woman director,en,Civil Brand,0.665512,29-08-2003,0,95,Released,Civil Brand,5.3,4,LisaRaye McCoy N'Bushe Wright Monica Calhoun Clifton Powell Yasiin Bey,Neema Barnette
4532,0,Comedy Drama Romance,,7301,sexuality parents kids relationship indiana anti hero melancholy,en,Lonesome Jim,3.433625,16-11-2005,0,91,Released,Lonesome Jim,6.4,26,Casey Affleck Kevin Corrigan Liv Tyler Mary Kay Place Seymour Cassel,Steve Buscemi
4533,0,Romance Drama,http://www.magpictures.com/drinkingbuddies,172533,male female relationship co-worker relationship mumblecore,en,Drinking Buddies,17.378455,23-08-2013,343341,90,Released,Drinking Buddies,6,356,Olivia Wilde Jake Johnson Anna Kendrick Ron Livingston Ti West,Joe Swanberg
4534,500000,Documentary,http://www.rickyjaymovie.com/,180383,magic woman director,en,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.425195,04-10-2012,0,88,Released,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17,Ricky Jay Dick Cavett Winston Simon David Mamet Persi Diaconis,Molly Bernstein
4535,2000000,Action Drama,,346,japan samurai peasant looting rice,ja,七人の侍,39.756748,26-04-1954,271841,207,Released,Seven Samurai,8.2,878,Toshir\u014d Mifune Takashi Shimura Yoshio Inaba Seiji Miyaguchi Minoru Chiaki,Akira Kurosawa
4536,0,Documentary,http://theotherdreamteam.com/,84318,olympic games sport basketball basketball team,en,Kita svajonių komanda,0.388401,28-09-2012,0,89,Released,The Other Dream Team,6.9,7,Greg Speirs Jim Lampley Bill Walton Dan Majerle Mickey Hart,Marius Markevicius
4537,500000,Comedy Romance,,45145,sex nightclub nudity musician song,en,Johnny Suede,1.354816,18-08-1991,0,97,Released,Johnny Suede,4.7,13,Brad Pitt Calvin Levels Catherine Keener Nick Cave Alison Moir,Tom DiCillo
4538,0,Comedy,,13983,satire independent film spoof,en,Finishing The Game,0.459625,21-01-2007,0,84,Released,Finishing The Game,4.9,8,Roger Fan Sung Kang Monique Gabriela Curnen Meredith Scott Lynn Sam Bottoms,Justin Lin
4539,500000,Comedy Drama Fantasy Horror Mystery,http://www.rubberfilm.com/,45649,exploding building duringcreditsstinger,en,Rubber,9.108949,09-07-2010,98017,85,Released,Rubber,5.7,251,Thomas F. Duffy David Bowe Stephen Spinella Roxane Mesquida Jack Plotnick,Quentin Dupieux
4540,0,Drama Comedy Romance,,19844,gay interest,en,Kiss the Bride,1.65426,01-01-2007,0,100,Released,Kiss the Bride,4.2,11,Tori Spelling Les Williams,C. Jay Cox
4541,0,Drama,,21801,,en,The Slaughter Rule,1.390909,01-01-2002,0,112,Released,The Slaughter Rule,6.2,9,Ryan Gosling David Morse Clea DuVall Amy Adams David Cale,Alex Smith
4542,500000,Drama Thriller Science Fiction,http://www.monstersfilm.com/,43933,monster pyramid radio dystopia infection,en,Monsters,26.406001,18-06-2010,4242978,94,Released,Monsters,6.2,587,Whitney Able Scoot McNairy Annalee Jefferies Kevon Kane Fernando Lara,Gareth Edwards
4543,0,Drama Comedy,,73511,,en,The Californians,0.218736,21-10-2005,0,91,Released,The Californians,4,1,Noah Wyle Illeana Douglas Kate Mara Cloris Leachman Joanne Whalley,Jonathan Parker
4544,0,Comedy,,43653,independent film,en,The Living Wake,0.383442,01-01-2007,0,91,Released,The Living Wake,5,1,Jesse Eisenberg Mike O'Connell Jim Gaffigan Ann Dowd Colombe Jacobsen-Derstine,Sol Tryon
4545,500000,Comedy Horror,http://www.detentionofthedead.com,139715,high school independent film zombie extreme violence,en,Detention of the Dead,2.391847,27-04-2012,0,87,Released,Detention of the Dead,4.5,34,Jacob Zachar Alexa Nikolas Christa Brittany  Allen Jayson Blair Justin Chon,Alex Craig Mann
4546,0,Action Comedy,,45380,,zh,疯狂的石头,1.68502,01-01-2006,0,98,Released,Crazy Stone,6.9,22,Guo Tao Liu Hua Liu Gang Xu Zheng Huang Bo,Ning Hao
4547,0,Documentary Music,,30867,music,en,Scott Walker: 30 Century Man,0.607782,31-10-2006,0,95,Released,Scott Walker: 30 Century Man,7,8,Scott Walker Damon Albarn David Bowie Jarvis Cocker Marc Almond,Stephen Kijak
4548,500000,Drama,,81220,independent film,en,Everything Put Together,0.046903,02-11-2001,0,87,Released,Everything Put Together,5,2,Radha Mitchell Megan Mullally Catherine Lloyd Burns Jacqueline Heinze Alan Ruck,Marc Forster
4549,0,Action Drama Thriller,,253626,pilot suspicion drone u.s. military air force base,en,Good Kill,10.924273,09-04-2015,316472,104,Released,Good Kill,5.9,208,Ethan Hawke January Jones Zo\u00eb Kravitz Jake Abel Bruce Greenwood,Andrew Niccol
4550,0,,,294550,,en,The Outrageous Sophie Tucker,0.021419,02-05-2014,0,96,Released,The Outrageous Sophie Tucker,0,0,,William Gazecki
4551,0,Drama Romance,,90369,cancer teenager teen drama bucket list based on young adult novel,en,Now Is Good,14.142073,25-05-2012,0,103,Released,Now Is Good,7.3,371,Dakota Fanning Jeremy Irvine Kaya Scodelario Olivia Williams Paddy Considine,Ol Parker
4552,500000,Horror Comedy,http://girlsgonedeadmovie.com/,117942,,en,Girls Gone Dead,1.600171,28-03-2012,0,104,Released,Girls Gone Dead,3.5,14,Katie Peterson Shea Stewart Brandy Whitford Caley Hayes Ryan Keely,Michael Hoffman Jr.
4553,0,,,380097,,en,America Is Still the Place,0,,0,0,Released,America Is Still the Place,0,0,,
4554,0,Action Thriller Mystery,,322194,submarine woman director,en,Subconscious,0.397323,10-03-2015,0,110,Released,Subconscious,3.4,4,Tim Abell Naomi Brockwell Aleisha Force Tom Stedham Cambridge Jones,Georgia Hilton
4555,0,Mystery Science Fiction Thriller,,98568,cabin time travel woods cabin in the woods lost,en,Enter Nowhere,3.637857,22-10-2011,0,90,Released,Enter Nowhere,6.5,49,Katherine Waterston Scott Eastwood Sara Paxton Shaun Sipos Christopher Denham,Jack Heller
4556,500,Crime Drama,,119657,,en,El Rey de Najayo,0.080105,01-03-2012,0,101,Released,El Rey de Najayo,0,0,Manny P\u00e9rez Luz Garcia Sergio Carlo Juan Maria Almonte Rafael Estephan,Fernando Baez Mella
4557,0,Romance Action,,380733,sport fighting,en,Fight to the Finish,0.251828,02-02-2016,0,94,Released,Fight to the Finish,5.2,3,Jennifer Hale Evan Hannemann Tonya Kay Anna Ross Tamara Rey,Warren Sheppard
4558,0,Music Horror,http://www.thedevilscarnival.com/,285743,carnival musical sequel devil dark carnival,en,Alleluia! The Devil's Carnival,0.674398,29-03-2016,0,0,Released,Alleluia! The Devil's Carnival,6,2,Terrance Zdunich Paul Sorvino Marc Senter Emilie Autumn Nivek Ogre,Darren Lynn Bousman
4559,0,Thriller Comedy Mystery,http://soundandtheshadow.com/,362765,,en,The Sound and the Shadow,0.072359,19-10-2014,0,90,Released,The Sound and the Shadow,0,0,Joseph E. Murray Alex Anfanger Rhomeyn Johnson Mary Kate Wiles,Justin Paul Miller
4560,0,Family,,379532,,en,Rodeo Girl,0.087574,05-01-2016,0,108,Released,Rodeo Girl,5.5,1,Kevin Sorbo Sophie Bolen Derek Brandon Carrie Bradstreet Tiffany Burns,Joel Paul Reisig
4561,0,Documentary,,253261,woman director,en,Born to Fly: Elizabeth Streb vs. Gravity,0.069244,08-03-2014,0,82,Released,Born to Fly: Elizabeth Streb vs. Gravity,5,1,Elizabeth Streb Fabio Tavares Sarah Callan Jaclyn Carlson Leonardo Giron,Catherine Gund
4562,500000,,,297100,,en,The Little Ponderosa Zoo,0.073079,11-09-2014,0,84,Released,The Little Ponderosa Zoo,2,1,,
4563,0,Science Fiction Action Comedy Horror,,15239,corruption mayor anti hero sadism toxic,en,The Toxic Avenger,6.672008,01-05-1984,0,82,Released,The Toxic Avenger,6.3,113,Mitch Cohen Andree Maranda Jennifer Prichard Cindy Manion Robert Prichard,Lloyd Kaufman
4564,0,Drama,,94072,,en,Straight Out of Brooklyn,0.161517,13-06-1991,0,0,Released,Straight Out of Brooklyn,4.3,4,,Matty Rich
4565,0,Action Adventure Drama History,,4107,northern ireland independent film civil rights,en,Bloody Sunday,7.330691,16-01-2002,773228,107,Released,Bloody Sunday,7.2,53,James Nesbitt Allan Gildea Gerard Crossan Mary Moulds Carmel McCallion,Paul Greengrass
4566,0,,,325579,,en,Diamond Ruff,0.165257,01-01-2015,0,0,Released,Diamond Ruff,2.4,4,,
4567,450000,Drama Romance,,15624,dialogue talking bridesmaid wedding reception wedding,en,Conversations with Other Women,4.442355,07-06-2006,973525,84,Released,Conversations with Other Women,6.2,38,Helena Bonham Carter Aaron Eckhart Yury Tsykun Brian Geraghty Brianna Brown,Hans Canosa
4568,0,Horror Comedy,,17287,musical zombie,en,Poultrygeist: Night of the Chicken Dead,3.905877,26-12-2006,0,103,Released,Poultrygeist: Night of the Chicken Dead,5.9,41,Jason Yachanin Kate Graham Allyson Sereboff Robin L. Watkins Joshua Olatunde,Lloyd Kaufman
4569,0,,http://mutualfriendsmovie.com/,198370,,en,Mutual Friends,0.136721,15-04-2014,0,0,Released,Mutual Friends,0,0,Caitlin Fitzgerald Cheyenne Jackson Peter Scanavino Michael Stahl-David Christina Cole,Matthew Watts
4570,439000,Music Comedy Romance,,3062,philadelphia musical stage show director broken ankle,en,42nd Street,1.933366,02-02-1933,2281000,89,Released,42nd Street,6.1,37,Warner Baxter Bebe Daniels George Brent Ruby Keeler Guy Kibbee,Lloyd Bacon
4571,0,,,328307,,en,Rise of the Entrepreneur: The Search for a Better Way,0.052942,20-11-2014,0,0,Released,Rise of the Entrepreneur: The Search for a Better Way,8,1,,
4572,225000,Comedy Drama,,15389,upper class new york independent film debutante young adult,en,Metropolitan,1.014966,03-08-1990,0,98,Released,Metropolitan,7,38,Edward Clements Chris Eigeman Taylor Nichols Carolyn Farina Isabel Gillies,Whit Stillman
4573,0,Romance Drama Comedy Music,http://www.wie-im-himmel-derfilm.de/start.html,464,individual underdog mentally disabled loss of mother sweden,sv,Så som i himmelen,4.321249,03-09-2004,0,132,Released,As It Is in Heaven,6.9,42,Michael Nyqvist Frida Hallgren Helen Sj\u00f6holm Lennart J\u00e4hkel Ingela Olsson,Kay Pollak
4574,0,Horror Drama,,308467,,en,Roadside,0.160234,01-03-2013,0,90,Released,Roadside,4.2,5,Ace Marrero Katie Stegeman,Eric England
4575,400000,Comedy,,8193,underdog brother brother relationship idaho high school chat,en,Napoleon Dynamite,23.603514,11-06-2004,46118097,95,Released,Napoleon Dynamite,6.7,554,Jon Heder Aaron Ruell Jon Gries Efren Ramirez Shondrella Avery,Jared Hess
4576,0,Crime Thriller,http://blueruinmovie.com/,188166,revenge drifter virginia character study neo-noir,en,Blue Ruin,25.349758,25-04-2014,258384,90,Released,Blue Ruin,6.9,462,Macon Blair Devin Ratray Amy Hargreaves Kevin Kolack Eve Plumb,Jeremy Saulnier
4577,15000,Horror Mystery,http://www.paranormalactivity-movie.com/,23827,haunting psychic entity demonic possession found footage,en,Paranormal Activity,47.456823,14-09-2007,193355800,86,Released,Paranormal Activity,5.9,1316,Katie Featherston Micah Sloat Mark Fredrichs Amber Armstrong Ashley Palmer,Oren Peli
4578,0,Documentary,http://www.sonypictures.com/classics/dogtown/,1282,skateboarding independent film,en,Dogtown and Z-Boys,3.291609,18-01-2001,0,91,Released,Dogtown and Z-Boys,7.2,52,Sean Penn Jay Adams Henry Rollins Steve Caballero Tony Hawk,Stacy Peralta
4579,400000,Adventure Comedy Fantasy,http://www.sonypictures.com/cthe/montypython/,762,holy grail monk scotland yard swordplay camelot,en,Monty Python and the Holy Grail,64.782984,13-03-1975,5028948,91,Released,Monty Python and the Holy Grail,7.8,1708,Graham Chapman John Cleese Terry Gilliam Eric Idle Terry Jones,Terry Gilliam
4580,0,Drama,,64499,,it,Quinceañera,0.034135,05-06-2006,0,90,Released,Quinceañera,7,7,Emily Rios Jesse Garcia Chalo Gonz\u00e1lez David W. Ross Ramiro Iniguez,Richard Glatzer
4581,0,,,281189,woman director,en,Gory Gory Hallelujah,0.033883,05-11-2003,0,0,Released,Gory Gory Hallelujah,1,1,,Sue Corcoran
4582,218,Documentary Drama,,1435,schizophrenia gay usa rape texas,en,Tarnation,1.063439,19-10-2003,1162014,91,Released,Tarnation,7.5,22,Renee Leblanc Adolph Davis Jonathan Caouette Rosemary Davis David Sanin Paz,Jonathan Caouette
4583,0,Documentary,http://www.iwantyourmoney.net/,47546,,en,I Want Your Money,0.084344,06-07-2010,0,92,Released,I Want Your Money,3.8,5,,
4584,0,Horror Comedy,,189711,,en,Love in the Time of Monsters,0.133619,08-03-2014,0,0,Released,Love in the Time of Monsters,5,2,Kane Hodder Doug Jones Gena Shaw Marissa Skell Michael McShane,Matt Jackson
4585,0,Horror,,19204,hotel experiment hell gore morgue,it,...E tu vivrai nel terrore! L'aldilà,8.022122,22-04-1981,0,87,Released,The Beyond,6.6,117,Catriona MacColl David Warbeck Cinzia Monreale Antoine Saint-John Veronica Lazar,Lucio Fulci
4586,35000000,Comedy Romance,,9029,casino hotel roommate fictitious marriage romantic comedy,da,What Happens in Vegas,38.100488,07-05-2008,170000000,99,Released,What Happens in Vegas,5.8,923,Ashton Kutcher Cameron Diaz Lake Bell Queen Latifah Treat Williams,Tom Vaughan
4587,500000,Horror Science Fiction Thriller,,18045,canada winter hostage olympic games cabin,en,The Dark Hours,1.428483,11-03-2005,0,80,Released,The Dark Hours,5.5,22,Kate Greenhouse Aidan Devine Gordon Currie Iris Graham Dov Tiefenbach,Paul Fox
4588,860000,Romance Drama Comedy,,11240,london england gay immigration society british,en,My Beautiful Laundrette,3.703005,07-09-1985,2451545,97,Released,My Beautiful Laundrette,6.6,51,Gordon Warnecke Daniel Day-Lewis Roshan Seth Saeed Jaffrey Derrick Branche,Stephen Frears
4589,0,Drama Mystery Thriller,,43743,independent film,en,Fabled,0.003352,01-01-2002,0,84,Released,Fabled,0,0,,
4590,0,Drama Thriller,,157909,kidnapping,en,Show Me,0.231297,23-09-2004,0,97,Released,Show Me,5.6,4,Michelle Nolden Katharine Isabelle Kett Turton Gabriel Hogan Allegra Fulton,Cassandra Nicolaou
4591,0,Drama,,10238,sister sister relationship sweden dying and death,sv,Viskningar och rop,11.347855,21-12-1972,0,91,Released,Cries and Whispers,7.8,115,Harriet Andersson Ingrid Thulin Kari Sylwan Liv Ullmann Erland Josephson,Ingmar Bergman
4592,385907,Drama,,3059,usa naivety intolerance mill marriage,en,Intolerance,3.232447,04-09-1916,8394751,197,Released,Intolerance,7.4,60,Lillian Gish Mae Marsh Robert Harron F.A. Turner Sam De Grasse,D.W. Griffith
4593,0,Documentary,,15800,pop culture fan culture documentary science fiction space opera,en,Trekkies,2.77754,18-10-1997,0,86,Released,Trekkies,6.3,22,Denise Crosby Barbara Adams Majel Barrett James Doohan DeForest Kelley,Roger Nygard
4594,379000,Drama Music Romance,,65203,musical singer pre-code wisecrack humor early sound film,en,The Broadway Melody,0.968865,08-02-1929,4358000,100,Released,The Broadway Melody,5,19,Charles King Anita Page Bessie Love Nacio Herb Brown Mary Doran,Harry Beaumont
4595,350000,Horror,,764,falsely accused beheading audio tape log cabin chain saw,en,The Evil Dead,35.037625,15-10-1981,29400000,85,Released,The Evil Dead,7.3,894,Bruce Campbell Ellen Sandweiss Richard DeManincor Betsy Baker Theresa Tilly,Sam Raimi
4596,6000000,Horror,,103620,prostitute mannequin remake murder gore,en,Maniac,19.331884,26-12-2012,31081,89,Released,Maniac,6,316,Elijah Wood America Olivo Nora Arnezeder Zoe Aggeliki Jan Broberg,Franck Khalfoun
4597,0,History Documentary,http://www.censoredvoices.com/,319069,woman director,en,Censored Voices,0.59458,24-01-2015,0,84,Released,Censored Voices,5.1,8,Amos Oz,Mor Loushy
4598,300000,Documentary,,14278,paralympics wheelchair sport rugby,en,Murderball,1.085909,22-07-2005,1750211,88,Released,Murderball,6.9,23,Joe Bishop Keith Cavill Andy Cohn Scott Hogsett Christopher Igoe,Henry Alex Rubin
4599,0,Action Adventure Drama,,25678,marine corps army ninja,en,American Ninja 2: The Confrontation,5.061107,01-05-1987,0,90,Released,American Ninja 2: The Confrontation,4.9,49,Michael Dudikoff Steve James Larry Poindexter Gary Conway Jeff Celentano,Sam Firstenberg
4600,0,Documentary,http://www.51birchstreet.com/index.php,79161,,en,51 Birch Street,0.049921,18-10-2006,0,90,Released,51 Birch Street,6.8,6,Carol Block Doug Block Ellen Block,Doug Block
4601,350000,Science Fiction Family,,371690,,en,Rotor DR1,0.249561,20-10-2015,0,98,Released,Rotor DR1,4.7,3,Christian Kapper Natalie Welch Tom E. Nicholson Steve Moses Patrick Casteel,Chad Kapper
4602,350000,Drama,,389,judge jurors sultriness death penalty father murder,en,12 Angry Men,59.259204,25-03-1957,1000000,96,Released,12 Angry Men,8.2,2078,Henry Fonda Martin Balsam John Fiedler Lee J. Cobb E.G. Marshall,Sidney Lumet
4603,0,Animation Comedy Drama,,52032,human animal relationship dog german shepherd woman director,en,My Dog Tulip,1.170257,01-01-2009,246574,83,Released,My Dog Tulip,7.6,9,Christopher Plummer Lynn Redgrave Isabella Rossellini Peter Gerety Brian Murray,Paul Fierlinger
4604,325000,Comedy Romance,,3078,miami reference to the big bad wolf reporter,en,It Happened One Night,11.871424,22-02-1934,4500000,105,Released,It Happened One Night,7.7,275,Clark Gable Claudette Colbert Walter Connolly Roscoe Karns Jameson Thomas,Frank Capra
4605,0,Drama,http://www.dogtooth.gr/,38810,male nudity female nudity hostage paranoia dysfunctional family,el,Κυνόδοντας,28.858238,01-06-2009,110197,94,Released,Dogtooth,6.9,332,Hristos Passalis Angeliki Papoulia Mary Tsoni Christos Stergioglou Michele Valley,Yorgos Lanthimos
4606,300000,Music Documentary,http://www.tupac-resurrection.com/,21525,rap music hip-hop blunt woman director,en,Tupac: Resurrection,1.314576,23-01-2003,7808524,112,Released,Tupac: Resurrection,8,26,Tupac Amaru Shakur,Lauren Lazin
4607,312000,Comedy Drama,,55123,independent film,en,Tumbleweeds,1.505703,28-11-1999,1281176,102,Released,Tumbleweeds,6.2,11,Janet McTeer Kimberly J. Brown Jennifer Paige,Gavin O'Connor
4608,8,Fantasy Horror Thriller,,11980,angel archangel gabriel menschheit,en,The Prophecy,11.818333,01-09-1995,16,98,Released,The Prophecy,6.4,138,Christopher Walken Elias Koteas Virginia Madsen Eric Stoltz Adam Goldberg,Gregory Widen
4609,0,Comedy,,11956,paris cat,fr,Chacun Cherche Son Chat,1.410387,03-04-1996,0,91,Released,When the Cat's Away,6.1,16,Garance Clavel Zinedine Soualem Ren\u00e9e Le Calm Olivier Py Simon Abkarian,C\u00e9dric Klapisch
4610,300000,Comedy Drama,http://www.piecesofaprilmovie.com/,1550,sex thanksgiving road trip love independent film,en,Pieces of April,4.270596,19-01-2003,0,81,Released,Pieces of April,6.4,64,Katie Holmes Derek Luke Patricia Clarkson Oliver Platt Alison Pill,Peter Hedges
